NSPID,NUMACC,LUMACC,AVEACC,NUMRT,LUMRT,AVERT,NUMIE,LUMIE,rITG,lITG,rMOG,lMOG,raIPS,laIPS,rpIPS,lpIPS,rPM,lPM,rinsula,linsula,rIFG,lIFG,ACC,group1,RES_1,group2,RES_2,RES_3
S1196,0.95,0.983333333,0.966666667,1.211902351,1.116036801,1.163143148,1.275686685,1.134952679,0,0,2.120337486,2.024763823,1.99587357,1.985277653,2.378583908,2.065350294,2.14234972,1.878051996,1.900848746,1.956783891,1.868056059,1.861203671,2.1266644,0, ,1,0.038376547,0.040305795
S1197,0.877192982,0.98245614,0.929824561,1.261706982,1.121369576,1.187566466,1.43834596,1.141394033,2.567346573,2.12427783,2.142133713,1.997327209,2.247465372,2.104600668,2.54545784,1.916187286,2.024777412,0,0,0,2.110901833,2.28467989,1.96567297,0, ,1,-0.033892431,-0.031993211
S1199,0.883333333,1,0.941666667,1.303533518,1.331621822,1.318447662,1.475698323,1.331621822,2.124657869,2.231705189,0,1.746442199,2.29365921,2.425685406,2.124261856,2.313547373,0,0,1.976899266,2.031925678,2.276554823,1.916173935,2.032832623,0, ,1,-0.038512886,-0.03601311
S1200,0.947368421,0.982758621,0.965217391,0.731124109,0.653355938,0.691189102,0.771742115,0.664818323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.040038129,0, ,0.038007051
S1201,0.962962963,0.962962963,0.962962963,0.735562465,0.647116705,0.691339585,0.763853329,0.672005809,2.599977493,2.535633802,2.112423182,1.751703858,2.417367697,2.329927206,2.249983311,2.213495016,2.212295294,2.290075064,0,2.223426104,2.329509497,2.381944656,2.023435831,1,0.066463268,0, ,0.065065937
S1202,0.946428571,1,0.973684211,1.006905062,0.91722927,0.960047441,1.063899689,0.91722927,2.327296972,0,2.530606508,1.93945539,2.301947355,2.086218596,2.012969255,2.279016256,1.871313214,0,1.911621809,2.09774065,2.511169672,2.379672766,2.155874491,0, ,1,0.024582352,0.027082128
S1203,0.879310345,0.928571429,0.903508772,0.968817217,0.796331205,0.8817369,1.101792129,0.857587451,1.962972999,2.195912361,2.074151993,0,2.103084326,2.12987113,2.036206007,2.031939983,2.032028913,1.890625,2.074405193,2.230313778,1.874144435,0,2.062871456,1,0.001626939,0, ,0.001330634
S1204,0.766666667,1,0.881355932,1.229640159,1.239037874,1.234881192,1.603878468,1.239037874,3.00640583,1.900512695,2.782363892,2.407577991,2.961545706,1.994317174,2.781952858,1.981915951,2.18319869,0,0,0,2.994422436,0,2.127531052,0, ,1,-0.155179552,-0.152679776
S1205,0.833333333,1,0.915966387,1.116753085,1.024298638,1.066708935,1.340103703,1.024298638,2.58413291,2.180618286,2.436504364,0,2.498055935,2.255848408,2.341131449,2.197091579,0,0,2.054643393,2.211664438,2.400080442,2.004804373,1.969423056,0, ,1,-0.088512886,-0.08601311
S1206,0.827586207,1,0.913793103,1.174681652,1.0470619,1.104851976,1.419406996,1.0470619,1.952427149,2.23276329,0,0,2.075969219,2.058927774,1.869000793,0,0,0,0,0,1.819876194,0,1.767740846,0, ,1,-0.094260012,-0.091760236
S1207,0.915254237,0.928571429,0.92173913,1.128453844,1.037995445,1.084078025,1.232940311,1.117841248,2.906183243,3.065976858,2.84348774,2.72171402,2.572397232,2.019835234,3.382982254,2.598138332,2.431182384,2.279690504,2.481589317,2.171928883,2.60467267,0,2.270480871,0, ,1,0.037219869,0.037274526
S1208,0.793103448,0.965517241,0.879310345,1.184030725,1.052080796,1.111587627,1.492908306,1.089655111,2.283370733,0,2.029276609,1.975727201,2.742878199,2.472279787,2.709765434,2.034154654,2.326926708,2.081912041,1.934738994,2.071538925,2.582920074,2.113584518,2.421361685,0, ,1,-0.107592222,-0.106272848
S1209,0.93220339,0.981818182,0.956140351,1.181069732,1.062696707,1.122426215,1.266965712,1.082376275,2.699087381,2.641180038,2.479156017,0,0,2.289739609,2.228369713,1.8404814,0,0,0,1.821665764,2.080687284,2.524580717,1.828318715,1,0.025387631,0, ,0.023386661
S1210,0.86440678,1,0.931623932,0.912441561,0.824547292,0.865672134,1.055569649,0.824547292,2.586707115,2.333538055,0,2.050955057,2.607602596,2.126975298,2.612943649,2.15351963,2.271209002,1.957193732,2.181762218,2.165252209,2.546628714,2.177356243,2.34166503,0, ,1,-0.057439439,-0.054939663
S1211,0.896551724,0.946428571,0.921052632,1.184966203,1.155860723,1.170274865,1.321693073,1.221286802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009098322,0, ,0.00823033
S1212,0.964912281,0.965517241,0.965217391,0.934321343,0.885815301,0.909849826,0.968296664,0.917451562,2.184346676,0,2.158483982,2.127547979,2.200567961,0,2.429370403,1.735316038,1.9709903,0,0,0,0,0,0,0, ,1,0.064216611,0.065535985
S1213,0.983333333,1,0.991596639,1.279127361,1.18557162,1.232349491,1.300807486,1.18557162,2.492371321,2.003869534,2.687380314,2.246861696,2.31821847,2.076696396,2.514357328,2.721202612,2.096859455,2.078650475,2.243453026,2.052306652,2.064523697,0,2.247147799,1,0.066569941,0, ,0.06398689
S1214,0.941176471,0.982142857,0.962616822,1.104258124,1.095612716,1.099641644,1.173274256,1.115532947,0,1.946441412,0,2.023858547,2.059873819,2.072921991,2.275287151,1.850479364,2.343595982,0,2.153600216,2.381764889,2.047890902,0,2.442103863,0, ,1,0.030283215,0.032171711
S1215,0.877192982,0.86,0.869158879,1.013164427,0.962921382,0.989933772,1.155007447,1.119676026,2.295564175,2.270684481,2.208372831,2.084927082,2.340669155,2.069561005,2.364180803,2.161579132,1.96066153,1.986116886,1.984271765,1.933257103,2.063606739,1.99884975,1.896252275,1,0.037026363,0, ,0.038925333
S1216,0.925925926,0.947368421,0.936936937,1.038763318,1.033547193,1.036054945,1.121864383,1.090966482,0,2.070504427,0,0,2.554774761,2.222066879,2.65673995,1.969782948,2.520316839,2.218562603,2.303910255,1.796815276,2.256597519,2.230899811,2.315477848,0, ,1,0.036362124,0.037060233
S1217,0.965517241,1,0.982905983,1.24686707,1.160008803,1.202305003,1.291398037,1.160008803,2.32948494,2.149057388,2.188164711,1.886222243,2.283833742,2.144962788,2.301989079,1.99166584,2.094641924,2.014609337,2.158293486,2.07117939,2.188207388,1.807639718,2.418029547,0, ,1,0.043671022,0.046170798
S1219,0.894736842,0.966666667,0.931623932,1.137024442,1.133719769,1.135265992,1.270792024,1.172813554,0,1.913350701,2.683176994,1.795529246,2.171094656,2.235309362,2.32195735,2.31754756,2.154788256,2.207780361,0,0,2.181183338,2.1764009,1.914791226,1,-0.003789223,0, ,-0.005305126
S1220,0.894736842,0.983333333,0.94017094,0.879353036,0.845024854,0.860940648,0.982806334,0.859347309,2.304772139,2.272861719,2.183861256,2.085112095,2.347524881,2.049687386,2.622336864,2.130723238,1.93273139,1.984112978,1.681376815,1.85794723,0,2.319709063,2.050474167,0, ,1,-0.016886611,-0.014957363
S1222,0.966101695,0.983333333,0.974789916,1.006517794,1.014789599,1.010725005,1.041834208,1.031989423,3.225696802,2.868386507,2.415602207,2.069548845,2.683506012,2.57768774,2.873957634,3.365373611,2.220776081,2.463270426,2.451225042,2.471963644,2.91609931,2.465776443,2.436334848,1,0.058456967,0, ,0.05640749
S1223,0.963636364,1,0.981818182,0.703527962,0.656071829,0.679360487,0.730076187,0.656071829,2.444067717,1.91003871,1.878360868,1.918881416,1.84614706,2.123331308,2.382039309,1.927821517,0,0,2.512784958,2.136607409,2.48381424,2.333971977,2.331645966,0, ,1,0.041790145,0.044289921
S1225,0.816666667,0.966101695,0.890756303,1.011380856,0.977814116,0.993330817,1.238425537,1.012123383,1.938859344,1.949398279,2.201828718,2.139512062,2.060311556,1.904086232,2.097282887,1.972849965,0,0,1.845978618,0,1.948435903,0,0,1,-0.081550291,0, ,-0.083048107
S1226,0.95,0.966101695,0.957983193,1.03854648,0.971215919,1.0048812,1.093206821,1.00529367,2.810710192,2.451070309,3.008923292,2.723929405,2.580802441,2.321134806,3.12811327,2.600436926,2.685759544,2.144581318,2.418842554,2.358186007,2.821540833,2.449760437,2.518880606,0, ,1,0.048945846,0.050285226
S1227,0.962962963,0.962962963,0.962962963,0.902528899,0.911477952,0.907003426,0.937241549,0.946534796,1.966553092,2.076570034,1.934113145,1.802419066,2.111383677,2.178784609,2.187191248,2.136415482,0,1.856609821,2.121634245,1.831330299,0,0,2.001426697,0, ,1,0.063834001,0.065065937
S1228,0.896551724,0.982142857,0.938596491,1.245865703,1.083100262,1.162201224,1.389619438,1.102792994,0,2.11715126,0,0,0,0,0,0,0,0,0,0,0,0,1.979375362,0, ,1,-0.014341532,-0.012453036
S1229,0.931034483,0.879310345,0.905172414,0.942960974,0.894596994,0.919469898,1.012809935,1.017384817,2.902198315,2.167839527,2.043570757,2.048487425,2.734480143,2.340219975,2.507794619,2.38551712,1.89599967,2.10655427,0,0,2.666559696,1.781212568,0,1,0.080302792,0, ,0.081583552
S1230,0.963636364,1,0.981981982,0.946010615,0.965870163,0.956213686,0.981709128,0.965870163,2.770236015,2.232838631,2.22133112,2.045260429,2.676445961,2.468877792,2.356407404,2.096019745,2.543312311,2.120150805,2.604226828,2.368599653,2.607409,2.78121686,2.528632879,1,0.046872972,0, ,0.044289921
S1231,0.866666667,1,0.932773109,1.209026996,0.996517349,1.096071418,1.395031149,0.996517349,2.14204216,2.171773911,2.234864473,1.986831427,2.36506629,2.159515381,2.286788225,2.291412115,1.896702051,0,2.00429821,1.953609705,2.396452904,2.285943508,2.116274357,1,-0.050096725,0, ,-0.052679776
S1233,0.947368421,1,0.974358974,1.224128175,1.215883969,1.21978912,1.292135296,1.215883969,2.426444292,1.92316556,2.17479682,1.88912046,2.781136751,1.992533207,2.79992342,2.095978022,0,0,2.61586237,1.995384097,2.557390928,1.990146399,2.451007366,0, ,1,0.025522202,0.028021978
S1234,0.947368421,0.912280702,0.929824561,0.916892831,0.845871021,0.882051943,0.967831322,0.927204773,2.461834669,2.225630522,2.246514797,1.960964799,2.276972532,2.023418188,2.213607788,1.936745167,1.912610769,0,1.918538928,2.169305563,1.792952538,1.913865089,2.011023998,0, ,1,0.07932623,0.078823228
S1235,0.913793103,0.966666667,0.940677966,1.066017166,1.03176324,1.048118718,1.166584824,1.067341282,2.188432932,2.362626076,2.652365685,3.047693968,2.252380848,2.110027313,2.66000247,2.359299898,2.043591261,2.146039963,2.058847904,2.082468033,2.017678499,0,1.913978696,1,0.015267038,0, ,0.013751135
S1237,0.943396226,0.910714286,0.926605505,1.292876262,1.160503464,1.226034552,1.370448838,1.274278313,2.339289427,2.130879641,0,0,2.025288105,2.156285286,2.091694593,0,0,0,1.870356679,1.829767227,2.058203697,1.884455442,2.008096218,0, ,1,0.076314821,0.075758198
S1238,0.847457627,1,0.92173913,0.97390565,0.88000106,0.924295678,1.149208667,0.88000106,0,1.950716496,2.007768631,2.004157543,2.137976646,1.886745453,2.027801275,1.940668702,0,0,1.991839767,1.915718079,2.165999651,2.35198164,2.307072401,1,-0.069305765,0, ,-0.071888816
S1239,0.983333333,1,0.991596639,0.984402619,0.853871386,0.919137003,1.001087409,0.853871386,2.343192816,2.164314747,2.392030001,2.000633955,2.252070904,2.077591896,2.535460949,2.098577261,2.086147547,1.982671738,2.282827139,2.148121119,2.35300374,0,2.141084194,1,0.066569941,0, ,0.06398689
S1240,0.912280702,1,0.956896552,1.054823158,1.037396274,1.045560219,1.156248461,1.037396274,1.953215122,1.780143142,1.945267916,1.893655181,2.338176489,1.926177979,2.140727997,2.088371038,1.716084003,0,0,0,2.279066324,0,1.909387827,1,-0.00448269,0, ,-0.007065741
S1242,0.892857143,0.982758621,0.938596491,1.192236913,1.097969209,1.142019538,1.335305342,1.117231826,2.073085308,2.017996073,2.306849241,0,1.999373317,2.320681334,2.277215004,2.143489122,0,1.83299005,0,0,0,2.267579556,0,1,-0.014473149,0, ,-0.016504227
S1243,0.949152542,1,0.973684211,1.052423762,0.951734302,1.002532588,1.108803607,0.951734302,0,1.9572258,0,0,0,0,0,0,0,0,1.950888753,2.151193142,1.91377604,2.031945944,0,0, ,1,0.027306323,0.029806099
S1245,0.964285714,0.983333333,0.974137931,1.211338628,1.170073419,1.189793077,1.256203022,1.189905172,2.486624718,1.822003365,2.680340528,2.138335943,2.195741177,0,2.939990759,2.297342539,2.302580595,2.197089911,1.797202945,0,2.049847841,0,2.257694244,1,0.056640986,0, ,0.054591509
S1246,0.85,1,0.922413793,1.104960782,1.037823113,1.069823311,1.299953861,1.037823113,2.445319176,2.634366512,2.33680439,2.01385951,2.647812128,1.992307901,2.507655859,2.254270077,2.174868345,1.855059266,1.78938365,0,2.230140924,2.291554689,2.120482206,0, ,1,-0.071846219,-0.069346443
S1247,0.877192982,0.824561404,0.850877193,0.752268358,0.701846701,0.727837246,0.857585929,0.851175786,2.396484613,2.554564953,2.988591433,2.767991066,2.668729067,2.2175982,3.103307962,2.621549845,2.41690731,2.173449755,2.383789539,2.173128366,2.565143108,2.221566677,2.263018847,1,0.056415521,0, ,0.059449038
S1249,0.982142857,0.982142857,0.982142857,0.944766484,0.86303756,0.903902022,0.961944057,0.878729152,2.039358854,2.392343044,1.934998393,2.106139898,0,2.157616138,1.917303324,1.929365039,0,0,2.114940882,1.930177212,0,2.172856808,2.09484601,0, ,1,0.071249601,0.073138097
S1251,0.913793103,0.905660377,0.90990991,1.047159831,1.026455306,1.037320057,1.145948495,1.133377734,2.450198174,2.179058075,2.094891071,2.000761271,1.993790984,2.353831291,2.281475544,1.960329413,1.92997086,0,0,0,2.074009657,0,0,1,0.048644787,0, ,0.049081966
S1252,0.965517241,0.966666667,0.966101695,0.965183953,0.857812978,0.910556615,0.999654809,0.887392736,2.840178251,2.964794874,2.802312136,3.06394434,2.699023247,2.47698164,3.049510002,2.62152195,2.151281595,1.95711422,2.373326302,2.369192123,2.575292349,2.540609837,2.464140654,1,0.066991176,0, ,0.065475273
S1253,0.966666667,1,0.983193277,1.266679415,1.112604492,1.188983514,1.310358015,1.112604492,3.225617886,2.801091433,2.889063358,2.341933966,2.868993044,2.264686823,2.818683863,2.370774746,2.199607372,2.092351198,2.647220135,2.54288435,2.847908735,2.370234489,2.678200722,0, ,1,0.044820448,0.047320224
S1255,0.98245614,1,0.99137931,1.04972058,1.055058262,1.052459043,1.068465591,1.055058262,2.193393946,2.203997612,2.398664236,0,1.943282843,2.480367184,2.064063787,2.094150782,1.863164306,0,1.912276149,0,0,2.481035471,2.050000429,1,0.065692748,0, ,0.063109697
S1256,0.947368421,0.981818182,0.964285714,1.034345535,0.975471282,1.004908409,1.091809176,0.993535565,2.521806717,2.322854042,2.063666582,1.807013869,1.986876845,2.09228158,2.178864956,1.999021292,1.920531154,1.867782712,2.09367919,1.960460186,2.107191801,1.928285003,2.135712624,0, ,1,0.03667431,0.038551692
S1257,0.949152542,0.982758621,0.965811966,1.083969416,1.038815866,1.061192847,1.142039207,1.057040705,2.231737137,2.091331005,2.018302917,2.027796745,2.453065157,2.04053545,2.685479164,2.274616718,2.225616217,0,0,2.02902174,2.716276884,2.095389605,1.917383432,0, ,1,0.037881598,0.039791172
S1259,0.93220339,0.945454545,0.938596491,1.326156979,1.186953327,1.258506606,1.422604759,1.255431404,1.946515799,0,0,0,1.815411448,0,0,0,2.117222309,0,0,0,0,0,0,1,0.045282897,0, ,0.044446088
S1260,0.913793103,1,0.956896552,1.076466217,0.907154199,0.987996874,1.178019634,0.907154199,2.345873356,0,2.139646292,1.958964348,2.12347436,2.035745144,2.111461639,1.823019981,1.86432147,1.763377786,1.940002918,0,2.365411043,0,1.941583991,0, ,1,-0.008053116,-0.00555334
S1261,0.830508475,0.983050847,0.906779661,1.07632036,0.996761773,1.033195145,1.295977576,1.013947321,2.386425495,2.206456423,2.579695702,0,2.213243484,2.028500557,2.174063921,1.844649553,0,0,1.926939726,2.156172037,2.332680464,2.152623653,2.069966316,1,-0.0769817,0, ,-0.079022133
S1262,0.916666667,1,0.957264957,0.99972066,0.893133046,0.945475178,1.090604356,0.893133046,2.806075811,2.648771763,3.075515985,3.040974617,2.398026943,2.330031872,2.893882513,2.610136747,2.145981312,2.175920963,2.56191206,2.631475687,2.859953403,2.775896549,2.769937277,0, ,1,-0.005179552,-0.002679776
S1263,0.910714286,0.982758621,0.947368421,0.97688917,0.857264139,0.913753737,1.072662618,0.87230386,3.009191036,2.543366432,3.333047152,2.45812726,3.044849634,2.626067162,3.39449501,3.184519053,2.547394514,2.460365534,2.824209213,2.425941706,3.136326551,2.815723419,2.650067806,0, ,1,-0.000556658,0.001352916
S1267,0.947368421,0.982142857,0.96460177,0.986418996,0.968283516,0.977268066,1.041220051,0.985888671,2.372703075,0,2.484032869,2.102673531,2.202946424,2.167747259,2.749424934,2.565778255,0,0,0,0,0,0,0,1,0.040375026,0, ,0.038363661
S1269,0.881355932,0.966101695,0.923728814,0.947628056,0.984096915,0.966698927,1.075193371,1.018626631,2.015722275,1.947070956,2.516386032,0,0,0,2.214035749,2.023132563,2.072370529,0,2.170200109,2.09299016,2.191439867,2.071876287,2.235506535,1,-0.016861026,0, ,-0.018358842
S1270,0.916666667,0.981818182,0.947826087,1.079032523,0.976747474,1.028359196,1.177126388,0.99483539,2.282464027,2.149599075,2.149195194,2.009635687,2.108292103,2.069890261,2.227124453,1.932655096,2.112929583,0,2.252290249,2.405204535,2.166054487,1.944334984,2.107554913,0, ,1,0.005972556,0.007849938
S1271,0.803571429,0.803571429,0.803571429,1.137654938,1.020622224,1.079138581,1.415748367,1.270107656,3.389779568,2.226182461,3.385215044,2.3561759,2.961879969,2.238055706,3.341264725,2.521079779,2.751320362,2.383122921,2.59601903,1.968922496,2.751940489,2.118673325,2.22013545,0, ,1,0.002207801,-0.002016502
S1272,0.966101695,1,0.982608696,1.019106128,0.993268982,1.006301879,1.054864238,0.993268982,1.927159071,0,1.933734655,1.860810041,2.232265234,0,2.019108772,0,0,0,2.065917015,0,2.418155432,0,2.315335512,1,0.049338303,0, ,0.046755252
S1273,0.807017544,0.898305085,0.853448276,1.375445252,1.152937441,1.256324909,1.704356073,1.28345866,2.022925854,0,1.911097765,0,2.074095726,2.052523851,2.273585081,2.065458298,0,0,0,0,0,0,0,0, ,1,-0.05245248,-0.053433891
S1275,0.946428571,0.924528302,0.935779817,1.082053835,1.023877639,1.054106447,1.143302166,1.107459487,2.190128088,0,2.047192812,2.049549103,2.170248747,1.932857633,2.037083149,2.101163626,2.053148031,0,2.170169115,1.92790246,2.06937027,0,2.181770086,0, ,1,0.07087412,0.070790373
S1276,0.86440678,0.86440678,0.86440678,0.925767518,0.936998335,0.931382927,1.070985952,1.083978466,2.193664789,0,2.113454342,0,2.003820419,1.841362357,2.902734756,2.099919558,0,0,2.113196373,1.9568398,2.095956326,1.721398473,2.051291227,0, ,1,0.025728821,0.023587014
S1277,0.946428571,1,0.973451327,0.969121779,0.896621493,0.931553449,1.023977729,0.896621493,2.255034685,2.036665916,2.499508381,0,1.815724254,1.834166527,2.28329587,1.82644248,0,0,0,2.345041513,2.028378725,2.035601139,1.862658858,1,0.029665179,0, ,0.027082128
S1280,0.966666667,0.964912281,0.965811966,1.034862695,0.97405618,1.005266604,1.070547615,1.009476404,2.752025127,2.653104305,2.281879663,2.002567768,2.532199144,2.423408031,2.962951899,2.414955854,2.324246168,2.152536631,2.169360638,2.035124302,2.491001844,2.276826382,2.142164469,0, ,1,0.066342059,0.067640724
S1281,0.981818182,0.983050847,0.98245614,0.882773338,0.885794886,0.884338068,0.899120992,0.901067212,2.316668272,2.875300646,2.756326914,2.631765366,2.521565914,3.969603062,2.902268171,4.284292698,3.138572931,3.999691248,3.588871002,3.269288063,2.806052685,3.702322721,3.528228045,1,0.074328007,0, ,0.072287574
S1283,0.781818182,1,0.891891892,1.062868832,1.063080793,1.062988729,1.359483389,1.063080793,2.104495049,2.080386639,2.091887951,2.23756361,2.26515317,2.010915995,2.365386486,2.194185972,2.424492359,2.129561186,2.069274426,2.096925974,2.073035717,1.971318841,2.204651356,1,-0.13494521,0, ,-0.137528261
S1284,0.966101695,0.981818182,0.973684211,0.743246384,0.640607877,0.693314137,0.769325204,0.652470986,2.331454992,2.263747454,2.178881168,1.955424309,2.421555042,2.206373215,2.20246315,2.056675673,1.903453708,0,2.131343365,2.14144969,2.070550442,0,2.180146217,1,0.059285936,0, ,0.057284966
S1285,0.93220339,0.966101695,0.949152542,0.735552769,0.665959721,0.700134878,0.789047516,0.689326729,2.452152014,2.069923401,2.744415998,2.156699896,2.29288125,2.06530118,2.517138958,2.172512293,0,0,2.434681177,2.244902849,0,0,2.223790407,0, ,1,0.031149236,0.032488616
S1286,0.949152542,1,0.974576271,1.186842671,0.826863641,1.002157777,1.250423529,0.826863641,2.150444984,2.303369999,0,1.770235896,2.539563179,2.365368128,2.052013874,2.156938791,2.040143967,1.901539326,2.543773413,2.329690933,2.434299231,2.165802479,2.462021112,0, ,1,0.027306323,0.029806099
S1288,0.785714286,0.933333333,0.862068966,1.188129319,1.270958814,1.234513836,1.512164587,1.361741587,1.86884594,0,2.018548965,2.147601366,2.001984835,1.815883636,1.892258525,2.031259775,1.942652464,0,0,0,0,0,1.797143817,0, ,1,-0.095240871,-0.095023207
S1291,0.963636364,1,0.982142857,0.895604799,0.887333132,0.891318572,0.929401206,0.887333132,2.546941042,2.733754158,0,0,2.806934834,2.086953878,2.456644535,2.19244504,2.371303797,0,2.500578165,2.204219341,2.710067511,2.251418114,2.828805685,0, ,1,0.041790145,0.044289921
S1292,0.948275862,1,0.974358974,0.924040046,0.974863485,0.950343405,0.97444223,0.974863485,2.876695156,2.081059456,2.353846312,2.083045244,2.309931993,0,2.304998875,2.098638058,0,0,2.110071421,1.913165212,2.044447899,1.960149407,2.04454875,1,0.03151247,0, ,0.028929419
S1293,0.859649123,0.964912281,0.912280702,0.952268845,0.970404304,0.961859713,1.107741309,1.005691733,2.086420536,2.066514492,1.995949149,0,2.032975674,1.894377828,2.173351288,0,0,1.922852635,0,0,0,0,1.979621649,1,-0.037917083,0, ,-0.03937682
S1294,0.894736842,0.98245614,0.938596491,1.062593019,0.995153345,1.027297489,1.187603963,1.012923941,2.251441956,0,1.880742431,1.891709805,2.567564487,2.214547873,2.222131252,2.327142715,1.873476982,2.080716133,0,1.966662645,1.993694901,0,1.96365428,1,-0.012427957,0, ,-0.014449351
S1296,0.929824561,0.964285714,0.946902655,0.996333728,0.908247789,0.951879142,1.071528727,0.941886596,2.09550333,1.878291965,2.094314337,2.100672245,2.19115901,2.162283421,2.444581032,2.079196215,2.035799265,1.896145105,2.11142087,1.987391591,2.054199457,0,1.852711082,1,0.032601162,0, ,0.031161484
S1297,0.883333333,0.98245614,0.931623932,1.033281114,0.912274944,0.971112806,1.169752205,0.928565568,1.887046099,1.922317863,2.360205173,2.031410456,2.450838089,2.201293945,2.549940825,2.040602684,2.172855377,1.833382726,2.151511192,2.22674489,2.231455803,0,2.057893515,0, ,1,-0.02775208,-0.02585286
S1298,0.947368421,0.982758621,0.965217391,1.118594273,1.068194274,1.092713193,1.180738399,1.086934524,2.903441429,2.172032356,2.257095814,0,2.595194101,2.100661039,2.514194489,1.962615132,1.886449695,1.935295582,1.80001545,0,2.384426594,0,1.945747614,1,0.040038129,0, ,0.038007051
S1300,0.949152542,1,0.974137931,1.371709074,1.260489507,1.315607168,1.445193489,1.260489507,2.439383268,2.839293003,2.231155157,2.44315505,2.194787264,3.065752506,2.97033906,2.792566776,0,1.962184429,2.113523483,2.382993698,2.84203887,2.367049932,2.183782339,0, ,1,0.027306323,0.029806099
S1301,0.894736842,0.981818182,0.9375,0.926824833,0.945757662,0.936561717,1.035863049,0.963271693,2.215239525,2.412960052,2.60393405,2.133853436,1.999487281,2.310967922,2.758293629,2.518586636,2.400396585,0,0,0,2.207597017,2.071017742,0,0, ,1,-0.015957269,-0.014079887
S1303,0.947368421,0.894736842,0.921052632,1.202378571,1.081288505,1.143563396,1.269177381,1.208498917,2.122484446,2.788630009,2.841642857,2.149925232,2.660063505,2.591402054,3.230596304,2.63619566,2.920974016,2.569488525,1.979172707,1.807454109,2.224242687,2.282258034,2.161094904,0, ,1,0.090087036,0.088983478
S1304,0.95,0.982142857,0.965517241,0.993776431,0.922112183,0.958584167,1.046080454,0.938877859,2.162292242,2.379880428,2.018757582,0,0,2.131502867,1.935564995,2.150737524,0,0,0,0,0,1.973681211,1.831970453,1,0.043006605,0, ,0.04099524
S1305,0.875,0.909090909,0.891891892,1.195752037,1.083382799,1.138999896,1.366573757,1.191721079,2.54725647,2.298881292,0,0,2.179850817,2.030387878,2.144800901,2.087900162,2.097439289,2.213191986,2.075945854,2.110805273,2.410851479,2.244606018,2.238112926,0, ,1,0.008914319,0.008302125
S1306,0.883333333,1,0.941666667,1.16696682,1.022165936,1.090081395,1.321094514,1.022165936,2.845546484,0,2.571416616,2.303531647,3.096827745,2.296200037,2.530129433,2.093009233,2.615047216,2.303041458,1.955782413,0,2.331473827,0,2.249366283,1,-0.033430059,0, ,-0.03601311
S1307,0.952380952,0.977272727,0.965116279,0.940099112,0.931815772,0.935807743,0.987104068,0.953485906,1.966245174,1.867336988,0,1.975507736,1.931605697,2.117025137,2.001178741,1.780043483,1.989841819,1.851438403,0,2.096066952,0,0,0,0, ,1,0.044474868,0.046196651
S1309,0.879310345,0.965517241,0.922413793,1.080800619,1.084187131,1.082572999,1.229145802,1.1229081,2.47944808,2.240054846,2.63102746,2.41166544,2.446615934,1.984087229,2.403194189,2.029349327,2.272034168,0,1.987063885,1.959746599,2.229859591,1.846281648,2.011466503,1,-0.018586846,0, ,-0.020065951
S1310,0.86440678,1,0.93220339,0.986296144,0.923244974,0.95247779,1.141009264,0.923244974,2.607176781,2.479675055,2.33905077,2.283241749,2.789456129,2.147680044,2.568475723,1.961173058,2.189406157,1.861327171,2.538079739,2.272512436,2.816556215,1.991204381,2.436586142,1,-0.052356612,0, ,-0.054939663
S1311,0.93220339,1,0.965517241,1.038343162,0.927441322,0.981902047,1.113859028,0.927441322,2.250215292,2.240142345,2.207152367,1.912974119,2.222886801,1.999239206,2.565268993,1.98187232,1.857063174,1.675808907,0,0,0,0,0,1,0.015439998,0, ,0.012856947
S1312,0.963636364,0.966666667,0.965217391,0.933351322,1.012325945,0.974617341,0.968572126,1.047233736,2.845543861,2.659473896,2.38045764,2.130877018,2.77469039,2.726212025,2.780645132,2.974591494,2.858659267,0,2.264930725,2.331703663,2.715677261,2.140788078,2.292171001,0, ,1,0.062235676,0.063594396
S1313,0.85,0.983050847,0.915966387,1.282168544,1.219864367,1.249015863,1.508433581,1.240896512,2.390283108,2.300892115,2.195360899,2.258141518,2.72513628,2.598575115,2.620704889,2.52706933,2.328688145,2.390332222,2.116132259,1.737827063,2.565057516,0,2.189848185,1,-0.057490175,0, ,-0.059530608
S1314,0.883333333,0.944444444,0.912280702,1.212603241,1.100459011,1.157609436,1.372758387,1.165191895,2.591883421,2.323899984,2.448661804,2.262230635,2.597561598,2.208037138,2.576230288,2.426660538,2.362261057,2.106584549,1.9809407,2.075779438,2.158189058,2.076837063,2.074258089,1,-0.003034514,0, ,-0.003838985
S1315,0.810344828,0.821428571,0.815789474,0.999249762,1.041078405,1.019939198,1.233116727,1.267399798,2.466499805,2.130894899,0,2.163771152,1.957598329,2.249800205,2.126930237,2.496621609,0,2.102047443,0,0,1.899513245,2.126240253,0,0, ,1,-0.001971762,-0.005584785
S1317,0.909090909,0.93220339,0.921052632,1.243624321,1.262066746,1.253284639,1.367986753,1.353853418,2.505784273,2.251399517,1.803422332,1.946763158,2.066548824,1.982508302,2.188890934,2.076867104,0,0,1.920044541,0,1.889926195,1.724603653,1.97948873,1,0.029420385,0, ,0.029007805
